Annee,country,Eight Regions,Four Regions,Geo,Members Oecd G77,Six Regions,UN member since,World bank income group 2017,World bank region,CO2 par habitant,Latitude,Longitude
1965,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.142,-2.5,23.5
1966,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.135,-2.5,23.5
1967,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.125,-2.5,23.5
1968,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.178,-2.5,23.5
1969,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.188,-2.5,23.5
1970,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.136,-2.5,23.5
1971,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.144,-2.5,23.5
1972,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.143,-2.5,23.5
1973,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.147,-2.5,23.5
1974,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.151,-2.5,23.5
1975,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.141,-2.5,23.5
1976,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.145,-2.5,23.5
1977,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.144,-2.5,23.5
1978,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.142,-2.5,23.5
1979,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.146,-2.5,23.5
1980,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.133,-2.5,23.5
1981,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.14,-2.5,23.5
1982,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.111,-2.5,23.5
1983,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.142,-2.5,23.5
1984,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.136,-2.5,23.5
1985,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.122,-2.5,23.5
1986,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.11,-2.5,23.5
1987,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.122,-2.5,23.5
1988,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.124,-2.5,23.5
1989,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.131,-2.5,23.5
1990,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.118,-2.5,23.5
1991,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0825,-2.5,23.5
1992,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0754,-2.5,23.5
1993,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0668,-2.5,23.5
1994,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0407,-2.5,23.5
1995,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.051,-2.5,23.5
1996,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0542,-2.5,23.5
1997,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0433,-2.5,23.5
1998,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0372,-2.5,23.5
1999,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0301,-2.5,23.5
2000,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0173,-2.5,23.5
2001,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0173,-2.5,23.5
2002,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0186,-2.5,23.5
2003,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0192,-2.5,23.5
2004,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0226,-2.5,23.5
2005,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0274,-2.5,23.5
2006,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0285,-2.5,23.5
2007,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0301,-2.5,23.5
2008,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0308,-2.5,23.5
2009,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.028,-2.5,23.5
2010,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0313,-2.5,23.5
2011,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0374,-2.5,23.5
2012,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0348,-2.5,23.5
2013,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0503,-2.5,23.5
2014,"Congo, Dem. Rep.",africa_sub_saharan,africa,cod,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0634,-2.5,23.5
1960,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.216,-1.0,15.5
1961,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.252,-1.0,15.5
1962,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.218,-1.0,15.5
1963,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.209,-1.0,15.5
1964,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.232,-1.0,15.5
1965,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.207,-1.0,15.5
1966,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.253,-1.0,15.5
1967,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.258,-1.0,15.5
1968,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.35,-1.0,15.5
1969,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.379,-1.0,15.5
1970,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.419,-1.0,15.5
1971,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.487,-1.0,15.5
1972,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.458,-1.0,15.5
1973,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.816,-1.0,15.5
1974,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,1.05,-1.0,15.5
1975,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.692,-1.0,15.5
1976,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.754,-1.0,15.5
1977,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.285,-1.0,15.5
1978,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.186,-1.0,15.5
1979,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.195,-1.0,15.5
1980,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.221,-1.0,15.5
1981,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.25,-1.0,15.5
1982,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.69,-1.0,15.5
1983,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.569,-1.0,15.5
1984,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.551,-1.0,15.5
1985,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.601,-1.0,15.5
1986,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.488,-1.0,15.5
1987,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.589,-1.0,15.5
1988,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.649,-1.0,15.5
1989,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.635,-1.0,15.5
1990,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.487,-1.0,15.5
1991,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.401,-1.0,15.5
1992,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.497,-1.0,15.5
1993,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.498,-1.0,15.5
1994,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.789,-1.0,15.5
1995,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.559,-1.0,15.5
1996,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.596,-1.0,15.5
1997,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.791,-1.0,15.5
1998,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.255,-1.0,15.5
1999,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.262,-1.0,15.5
2000,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.325,-1.0,15.5
2001,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.231,-1.0,15.5
2002,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.169,-1.0,15.5
2003,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.262,-1.0,15.5
2004,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.263,-1.0,15.5
2005,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.264,-1.0,15.5
2006,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.291,-1.0,15.5
2007,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.305,-1.0,15.5
2008,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.318,-1.0,15.5
2009,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.41,-1.0,15.5
2010,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.451,-1.0,15.5
2011,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.501,-1.0,15.5
2012,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.641,-1.0,15.5
2013,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.65,-1.0,15.5
2014,"Congo, Rep.",africa_sub_saharan,africa,cog,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.635,-1.0,15.5
1960,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.369,10.0,-84.0
1961,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.356,10.0,-84.0
1962,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.384,10.0,-84.0
1963,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.405,10.0,-84.0
1964,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.439,10.0,-84.0
1965,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.533,10.0,-84.0
1966,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.605,10.0,-84.0
1967,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.517,10.0,-84.0
1968,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.594,10.0,-84.0
1969,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.638,10.0,-84.0
1970,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.676,10.0,-84.0
1971,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.806,10.0,-84.0
1972,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.906,10.0,-84.0
1973,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.03,10.0,-84.0
1974,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.932,10.0,-84.0
1975,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.972,10.0,-84.0
1976,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.97,10.0,-84.0
1977,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.18,10.0,-84.0
1978,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.29,10.0,-84.0
1979,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.2,10.0,-84.0
1980,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.03,10.0,-84.0
1981,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.917,10.0,-84.0
1982,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.828,10.0,-84.0
1983,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.813,10.0,-84.0
1984,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.753,10.0,-84.0
1985,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.83,10.0,-84.0
1986,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.931,10.0,-84.0
1987,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.96,10.0,-84.0
1988,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.999,10.0,-84.0
1989,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.985,10.0,-84.0
1990,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,0.955,10.0,-84.0
1991,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.05,10.0,-84.0
1992,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.16,10.0,-84.0
1993,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.18,10.0,-84.0
1994,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.54,10.0,-84.0
1995,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.39,10.0,-84.0
1996,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.32,10.0,-84.0
1997,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.35,10.0,-84.0
1998,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.41,10.0,-84.0
1999,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.43,10.0,-84.0
2000,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.39,10.0,-84.0
2001,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.44,10.0,-84.0
2002,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.56,10.0,-84.0
2003,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.61,10.0,-84.0
2004,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.66,10.0,-84.0
2005,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.62,10.0,-84.0
2006,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.65,10.0,-84.0
2007,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.86,10.0,-84.0
2008,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.84,10.0,-84.0
2009,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.76,10.0,-84.0
2010,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.67,10.0,-84.0
2011,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.68,10.0,-84.0
2012,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.67,10.0,-84.0
2013,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.61,10.0,-84.0
2014,Costa Rica,america_north,americas,cri,g77,america,02/11/1945,Upper middle income,Latin America & Caribbean,1.63,10.0,-84.0
1960,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.13,8.0,-5.5
1961,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.15,8.0,-5.5
1962,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.153,8.0,-5.5
1963,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.156,8.0,-5.5
1964,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.183,8.0,-5.5
1965,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.272,8.0,-5.5
1966,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.288,8.0,-5.5
1967,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.32,8.0,-5.5
1968,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.365,8.0,-5.5
1969,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.415,8.0,-5.5
1970,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.466,8.0,-5.5
1971,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.494,8.0,-5.5
1972,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.525,8.0,-5.5
1973,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.534,8.0,-5.5
1974,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.565,8.0,-5.5
1975,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.604,8.0,-5.5
1976,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.573,8.0,-5.5
1977,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.559,8.0,-5.5
1978,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.635,8.0,-5.5
1979,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.684,8.0,-5.5
1980,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.75,8.0,-5.5
1981,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.516,8.0,-5.5
