Annee,country,Eight Regions,Four Regions,Geo,Members Oecd G77,Six Regions,UN member since,World bank income group 2017,World bank region,CO2 par habitant,Latitude,Longitude
2004,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.87,35.0,38.0
2005,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.77,35.0,38.0
2006,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.83,35.0,38.0
2007,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,3.39,35.0,38.0
2008,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,3.33,35.0,38.0
2009,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.99,35.0,38.0
2010,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.93,35.0,38.0
2011,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.73,35.0,38.0
2012,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,2.19,35.0,38.0
2013,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,1.84,35.0,38.0
2014,Syria,asia_west,asia,syr,g77,middle_east_north_africa,24/10/1945,Lower middle income,Middle East & North Africa,1.6,35.0,38.0
1992,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,1.33,39.0,71.0
1993,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.926,39.0,71.0
1994,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.415,39.0,71.0
1995,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.425,39.0,71.0
1996,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.483,39.0,71.0
1997,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.363,39.0,71.0
1998,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.415,39.0,71.0
1999,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.412,39.0,71.0
2000,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.36,39.0,71.0
2001,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.362,39.0,71.0
2002,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.292,39.0,71.0
2003,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.316,39.0,71.0
2004,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.382,39.0,71.0
2005,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.356,39.0,71.0
2006,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.38,39.0,71.0
2007,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.452,39.0,71.0
2008,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.397,39.0,71.0
2009,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.328,39.0,71.0
2010,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.333,39.0,71.0
2011,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.301,39.0,71.0
2012,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.367,39.0,71.0
2013,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.426,39.0,71.0
2014,Tajikistan,asia_west,asia,tjk,others,europe_central_asia,02/03/1992,Lower middle income,Europe & Central Asia,0.62,39.0,71.0
1960,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0823,-6.0,35.0
1961,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0679,-6.0,35.0
1962,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0717,-6.0,35.0
1963,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.073,-6.0,35.0
1964,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0912,-6.0,35.0
1965,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0995,-6.0,35.0
1966,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.114,-6.0,35.0
1967,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.142,-6.0,35.0
1968,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.129,-6.0,35.0
1969,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.136,-6.0,35.0
1970,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.13,-6.0,35.0
1971,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.175,-6.0,35.0
1972,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.149,-6.0,35.0
1973,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.213,-6.0,35.0
1974,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.149,-6.0,35.0
1975,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.143,-6.0,35.0
1976,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.169,-6.0,35.0
1977,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.118,-6.0,35.0
1978,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.126,-6.0,35.0
1979,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.114,-6.0,35.0
1980,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.101,-6.0,35.0
1981,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.11,-6.0,35.0
1982,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.109,-6.0,35.0
1983,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.108,-6.0,35.0
1984,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.112,-6.0,35.0
1985,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.108,-6.0,35.0
1986,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.102,-6.0,35.0
1987,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.103,-6.0,35.0
1988,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0957,-6.0,35.0
1989,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0895,-6.0,35.0
1990,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.089,-6.0,35.0
1991,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0911,-6.0,35.0
1992,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0854,-6.0,35.0
1993,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0922,-6.0,35.0
1994,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0828,-6.0,35.0
1995,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.119,-6.0,35.0
1996,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.112,-6.0,35.0
1997,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0911,-6.0,35.0
1998,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0788,-6.0,35.0
1999,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0762,-6.0,35.0
2000,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0776,-6.0,35.0
2001,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0891,-6.0,35.0
2002,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.0994,-6.0,35.0
2003,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.102,-6.0,35.0
2004,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.114,-6.0,35.0
2005,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.14,-6.0,35.0
2006,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.148,-6.0,35.0
2007,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.141,-6.0,35.0
2008,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.142,-6.0,35.0
2009,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.133,-6.0,35.0
2010,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.154,-6.0,35.0
2011,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.17,-6.0,35.0
2012,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.194,-6.0,35.0
2013,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.221,-6.0,35.0
2014,Tanzania,africa_sub_saharan,africa,tza,g77,sub_saharan_africa,14/12/1961,Low income,Sub-Saharan Africa,0.221,-6.0,35.0
1960,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.136,15.5,101.0
1961,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.147,15.5,101.0
1962,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.173,15.5,101.0
1963,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.186,15.5,101.0
1964,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.242,15.5,101.0
1965,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.234,15.5,101.0
1966,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.289,15.5,101.0
1967,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.36,15.5,101.0
1968,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.491,15.5,101.0
1969,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.406,15.5,101.0
1970,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.417,15.5,101.0
1971,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.507,15.5,101.0
1972,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.559,15.5,101.0
1973,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.609,15.5,101.0
1974,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.588,15.5,101.0
1975,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.577,15.5,101.0
1976,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.663,15.5,101.0
1977,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.724,15.5,101.0
1978,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.772,15.5,101.0
1979,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.792,15.5,101.0
1980,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.847,15.5,101.0
1981,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.787,15.5,101.0
1982,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.769,15.5,101.0
1983,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.846,15.5,101.0
1984,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.9,15.5,101.0
1985,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.935,15.5,101.0
1986,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,0.938,15.5,101.0
1987,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.06,15.5,101.0
1988,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.22,15.5,101.0
1989,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.41,15.5,101.0
1990,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.6,15.5,101.0
1991,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.74,15.5,101.0
1992,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,1.9,15.5,101.0
1993,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.14,15.5,101.0
1994,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.36,15.5,101.0
1995,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.71,15.5,101.0
1996,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.0,15.5,101.0
1997,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.05,15.5,101.0
1998,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.67,15.5,101.0
1999,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.83,15.5,101.0
2000,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,2.88,15.5,101.0
2001,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.06,15.5,101.0
2002,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.25,15.5,101.0
2003,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.48,15.5,101.0
2004,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.74,15.5,101.0
2005,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.78,15.5,101.0
2006,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.83,15.5,101.0
2007,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.81,15.5,101.0
2008,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,3.79,15.5,101.0
2009,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.0,15.5,101.0
2010,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.19,15.5,101.0
2011,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.12,15.5,101.0
2012,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.37,15.5,101.0
2013,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.4,15.5,101.0
2014,Thailand,east_asia_pacific,asia,tha,g77,east_asia_pacific,16/12/1946,Upper middle income,East Asia & Pacific,4.62,15.5,101.0
2002,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.175,-8.83333,125.75
2003,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.168,-8.83333,125.75
2004,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.177,-8.83333,125.75
2005,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.171,-8.83333,125.75
2006,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.171,-8.83333,125.75
2007,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.172,-8.83333,125.75
2008,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.187,-8.83333,125.75
2009,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.208,-8.83333,125.75
2010,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.212,-8.83333,125.75
2011,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.217,-8.83333,125.75
2012,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.254,-8.83333,125.75
2013,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.372,-8.83333,125.75
2014,Timor-Leste,east_asia_pacific,asia,tls,g77,east_asia_pacific,27/09/2002,Lower middle income,East Asia & Pacific,0.387,-8.83333,125.75
1960,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0418,8.66667,1.08333
1961,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0574,8.66667,1.08333
1962,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0546,8.66667,1.08333
1963,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0652,8.66667,1.08333
1964,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0794,8.66667,1.08333
1965,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0773,8.66667,1.08333
1966,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.101,8.66667,1.08333
1967,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.107,8.66667,1.08333
1968,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.0999,8.66667,1.08333
1969,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.119,8.66667,1.08333
1970,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.13,8.66667,1.08333
1971,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.144,8.66667,1.08333
1972,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.178,8.66667,1.08333
1973,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.175,8.66667,1.08333
1974,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.16,8.66667,1.08333
1975,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.129,8.66667,1.08333
1976,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.131,8.66667,1.08333
1977,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.183,8.66667,1.08333
1978,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.138,8.66667,1.08333
1979,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.523,8.66667,1.08333
1980,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.264,8.66667,1.08333
1981,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.223,8.66667,1.08333
1982,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.252,8.66667,1.08333
1983,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.181,8.66667,1.08333
1984,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.194,8.66667,1.08333
1985,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.169,8.66667,1.08333
1986,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.21,8.66667,1.08333
1987,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.221,8.66667,1.08333
1988,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.221,8.66667,1.08333
1989,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.227,8.66667,1.08333
1990,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.204,8.66667,1.08333
1991,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.217,8.66667,1.08333
1992,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.21,8.66667,1.08333
1993,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.213,8.66667,1.08333
1994,Togo,africa_sub_saharan,africa,tgo,g77,sub_saharan_africa,20/09/1960,Low income,Sub-Saharan Africa,0.2,8.66667,1.08333
